Position, Velocity, Delta Time, 
377.574018, 3.611100, 50, 
377.741163, 3.342890, 50, 
377.894907, 3.074891, 50, 
378.035554, 2.812931, 50, 
378.163685, 2.562637, 50, 
378.279886, 2.324009, 50, 
378.384738, 2.097045, 50, 
378.478825, 1.881744, 50, 
378.562731, 1.678106, 50, 
378.637037, 1.486129, 50, 
378.702328, 1.305813, 50, 
378.759186, 1.137157, 50, 
378.808194, 0.980162, 50, 
378.849935, 0.834826, 50, 
378.884993, 0.701150, 50, 
378.913949, 0.579133, 50, 
378.937388, 0.468776, 50, 
378.955892, 0.370077, 50, 
378.970044, 0.283037, 50, 
378.980426, 0.207656, 50, 
378.987623, 0.143933, 50, 
378.992217, 0.091869, 50, 
378.994790, 0.051464, 50, 
378.995926, 0.022718, 50, 
378.996207, 0.005629, 50, 
378.996207, 0.000000, 50, 
