149.096313, 28.871139, 50, 
150.520316, 28.480058, 50, 
151.924442, 28.082517, 50, 
153.308667, 27.684494, 50, 
154.673172, 27.290100, 50, 
156.018124, 26.899044, 50, 
157.343678, 26.511072, 50, 
158.649976, 26.125976, 50, 
159.937156, 25.743597, 50, 
161.205348, 25.363829, 50, 
162.454679, 24.986620, 50, 
163.685278, 24.611977, 50, 
164.897276, 24.239966, 50, 
166.090812, 23.870718, 50, 
167.266033, 23.504425, 50, 
168.423100, 23.141344, 50, 
169.562190, 22.781795, 50, 
170.683498, 22.426159, 50, 
171.787242, 22.074874, 50, 
172.873663, 21.728432, 50, 
173.943032, 21.387368, 50, 
174.995644, 21.052258, 50, 
176.031829, 20.723699, 50, 
177.051945, 20.402305, 50, 
178.056379, 20.088687, 50, 
179.045551, 19.783443, 50, 
180.019908, 19.487134, 50, 
180.979922, 19.200276, 50, 
181.926088, 18.923319, 50, 
182.858919, 18.656633, 50, 
183.778944, 18.400495, 50, 
184.686698, 18.155080, 50, 
185.582721, 17.920453, 50, 
186.467549, 17.696561, 50, 
187.341711, 17.483241, 50, 
188.205721, 17.280214, 50, 
189.060076, 17.087100, 50, 
189.905248, 16.903421, 50, 
190.744355, 16.782157, 50, 
191.576054, 16.633964, 50, 
192.387661, 16.232156, 50, 
193.178682, 15.820419, 50, 
193.948625, 15.398861, 50, 
194.697016, 14.967804, 50, 
195.423407, 14.527833, 50, 
196.127400, 14.079859, 50, 
196.808659, 13.625180, 50, 
197.466936, 13.165540, 50, 
198.102096, 12.703190, 50, 
198.714142, 12.240928, 50, 
199.303248, 11.782120, 50, 
199.869782, 11.330688, 50, 
200.414335, 10.891055, 50, 
200.937737, 10.468030, 50, 
201.441069, 10.066645, 50, 
201.925665, 9.691925, 50, 
202.393096, 9.348621, 50, 
202.845142, 9.040912, 50, 
203.283748, 8.772115, 50, 
203.710969, 8.544435, 50, 
204.128909, 8.358788, 50, 
204.539645, 8.214723, 50, 
204.945168, 8.110453, 50, 
205.347317, 8.042995, 50, 
205.747737, 8.008395, 50, 
206.147837, 8.002004, 50, 
206.548777, 8.018785, 50, 
206.951456, 8.053593, 50, 
207.356528, 8.101429, 50, 
207.764409, 8.157632, 50, 
208.175310, 8.218015, 50, 
208.589257, 8.278948, 50, 
209.006126, 8.337379, 50, 
209.425668, 8.390833, 50, 
209.847537, 8.437371, 50, 
210.271313, 8.475536, 50, 
210.696528, 8.504292, 50, 
211.122676, 8.522961, 50, 
211.549234, 8.531157, 50, 
211.975671, 8.528731, 50, 
212.401456, 8.515719, 50, 
212.826072, 8.492302, 50, 
213.249010, 8.458762, 50, 
213.669783, 8.415460, 50, 
214.087923, 8.362806, 50, 
214.502985, 8.301242, 50, 
214.914546, 8.231227, 50, 
215.322208, 8.153223, 50, 
215.725592, 8.067688, 50, 
216.124346, 7.975074, 50, 
216.518136, 7.875812, 50, 
216.906652, 7.770320, 50, 
217.289602, 7.658994, 50, 
217.666712, 7.542210, 50, 
218.037729, 7.420324, 50, 
218.402412, 7.293668, 50, 
218.760540, 7.162556, 50, 
219.111904, 7.027281, 50, 
219.456310, 6.888117, 50, 
219.793576, 6.745321, 50, 
220.123532, 6.599130, 50, 
220.446021, 6.449768, 50, 
220.760893, 6.297443, 50, 
221.068010, 6.142348, 50, 
221.367243, 5.984663, 50, 
221.658471, 5.824557, 50, 
221.941580, 5.662186, 50, 
222.216465, 5.497698, 50, 
